order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,total_amount,status,region
ORD-03457,C417,P030,2024-12-24 09:40:00.977100,13,536.08,5,6620.59,completed,LATAM
ORD-02336,C131,P010,2024-12-25 00:31:49.977100,8,767.8,0,6142.4,completed,North America
ORD-04426,C495,P044,2024-12-25 04:50:23.977100,6,990.96,5,5648.47,cancelled,North America
ORD-00660,C224,P031,2024-12-25 04:59:32.977100,6,785.16,20,3768.77,completed,Europe
ORD-04764,C387,P014,2024-12-25 08:08:29.977100,14,784.41,10,9883.57,completed,Europe
ORD-04884,C466,P021,2024-12-25 09:32:22.977100,9,129.72,10,1050.73,completed,Europe
ORD-03233,C257,P044,2024-12-25 10:22:11.977100,2,953.21,0,1906.42,completed,North America
ORD-02158,C426,P021,2024-12-25 13:02:17.977100,5,129.77,10,583.97,completed,North America
ORD-00389,C471,P029,2024-12-25 13:25:48.977100,9,839.51,0,7555.59,cancelled,North America
ORD-04782,C322,P019,2024-12-25 23:20:38.977100,17,654.26,0,11122.42,cancelled,Europe
ORD-02264,C004,P035,2024-12-26 01:52:06.977100,7,502.45,15,2989.58,completed,Europe
ORD-01450,C387,P038,2024-12-26 05:30:13.977100,8,684.01,0,5472.08,refunded,Europe
ORD-02314,C269,P002,2024-12-26 08:52:15.977100,15,127.47,0,1912.05,completed,LATAM
ORD-02562,C295,P008,2024-12-26 14:03:59.977100,2,274.22,0,548.44,completed,North America
ORD-01723,C313,P050,2024-12-27 00:01:15.977100,11,419.7,15,3924.19,completed,APAC
ORD-03178,C106,P043,2024-12-27 01:35:14.977100,10,524.38,5,4981.61,completed,Europe
ORD-02426,C199,P028,2024-12-27 10:06:35.977100,14,420.06,15,4998.71,completed,North America
ORD-00441,C108,P009,2024-12-27 11:21:13.977100,9,721.45,15,5519.09,completed,LATAM
ORD-00394,C379,P028,2024-12-27 12:46:36.977100,6,413.49,15,2108.8,pending,LATAM
ORD-02611,C251,P042,2024-12-27 13:03:10.977100,5,839.92,0,4199.6,completed,APAC
ORD-03743,C246,P048,2024-12-27 13:05:23.977100,8,265.03,0,2120.24,completed,APAC
ORD-00865,C028,P049,2024-12-27 14:49:42.977100,11,665.44,10,6587.86,refunded,North America
ORD-03974,C293,P021,2024-12-27 23:43:03.977100,3,131.1,10,353.97,cancelled,Europe
ORD-02656,C077,P011,2024-12-28 02:37:15.977100,9,449.11,5,3839.89,completed,Europe
ORD-04687,C120,P024,2024-12-28 02:48:36.977100,5,902.01,0,4510.05,pending,Europe
ORD-01387,C126,P011,2024-12-28 02:53:03.977100,12,428.43,10,4627.04,pending,APAC
ORD-01072,C486,P032,2024-12-28 06:51:18.977100,16,888.31,0,14212.96,cancelled,Europe
ORD-04463,C318,P030,2024-12-28 08:02:49.977100,12,518.42,0,6221.04,completed,Europe
ORD-02950,C107,P047,2024-12-28 15:04:31.977100,1,998.45,10,898.61,refunded,APAC
ORD-00602,C380,P044,2024-12-29 02:19:06.977100,5,1004.61,0,5023.05,pending,APAC
ORD-04947,C286,P008,2024-12-29 07:11:15.977100,16,285.93,0,4574.88,completed,North America
ORD-00425,C035,P048,2024-12-29 07:50:17.977100,4,262.79,5,998.6,cancelled,Europe
ORD-00413,C076,P001,2024-12-29 09:35:28.977100,17,754.25,5,12181.14,pending,Europe
ORD-02599,C057,P011,2024-12-29 13:10:37.977100,13,440.58,0,5727.54,completed,Europe
ORD-04142,C195,P019,2024-12-29 14:47:45.977100,18,605.29,0,10895.22,completed,APAC
ORD-03635,C024,P047,2024-12-29 22:40:53.977100,15,931.84,0,13977.6,completed,APAC
ORD-04983,C006,P019,2024-12-30 04:05:38.977100,1,662.84,5,629.7,completed,Europe
ORD-04210,C127,P028,2024-12-30 06:39:00.977100,4,438.22,15,1489.95,completed,APAC
ORD-03115,C172,P040,2024-12-30 07:01:58.977100,19,639.34,5,11540.09,completed,APAC
ORD-04619,C031,P031,2024-12-30 07:26:39.977100,6,820.63,5,4677.59,completed,North America
ORD-00837,C079,P036,2024-12-30 11:36:22.977100,7,365.4,0,2557.8,completed,North America
ORD-02354,C042,P012,2024-12-30 14:04:36.977100,1,469.63,0,469.63,completed,APAC
ORD-04537,C103,P020,2024-12-31 09:38:35.977100,5,168.92,0,844.6,completed,APAC
ORD-02436,C303,P005,2024-12-31 10:29:32.977100,20,136.05,5,2584.95,pending,APAC
ORD-00815,C315,P011,2024-12-31 11:51:42.977100,4,437.63,15,1487.94,completed,North America
ORD-00529,C398,P047,2024-12-31 12:26:02.977100,4,988.84,5,3757.59,pending,APAC
ORD-02431,C393,P020,2024-12-31 12:59:18.977100,11,166.59,10,1649.24,completed,APAC
ORD-01733,C153,P024,2024-12-31 13:51:54.977100,12,905.26,10,9776.81,completed,Europe
ORD-01706,C344,P011,2024-12-31 15:14:42.977100,8,429.23,5,3262.15,completed,Europe
ORD-04747,C466,P039,2025-01-01 01:34:10.977100,7,882.19,0,6175.33,pending,Europe
ORD-00845,C018,P017,2025-01-01 02:35:29.977100,1,917.0,5,871.15,completed,Europe
ORD-01278,C321,P025,2025-01-01 04:27:42.977100,18,944.4,10,15299.28,completed,Europe
ORD-01200,C031,P030,2025-01-01 08:50:21.977100,5,511.19,0,2555.95,completed,North America
ORD-00492,C367,P037,2025-01-01 13:47:44.977100,19,422.74,0,8032.06,completed,North America
ORD-01974,C488,P043,2025-01-01 14:36:00.977100,5,556.68,10,2505.06,completed,Europe
ORD-00174,C290,P028,2025-01-01 15:35:14.977100,5,455.79,5,2165.0,cancelled,North America
ORD-04894,C195,P006,2025-01-02 00:45:05.977100,17,282.91,0,4809.47,pending,North America
ORD-01687,C058,P047,2025-01-02 02:15:33.977100,10,918.26,5,8723.47,completed,APAC
ORD-00462,C005,P020,2025-01-02 02:46:36.977100,10,175.54,0,1755.4,completed,Europe
ORD-02576,C155,P001,2025-01-02 03:10:57.977100,15,717.51,0,10762.65,refunded,North America
ORD-02880,C106,P016,2025-01-02 04:26:54.977100,18,633.83,5,10838.49,completed,Europe
ORD-04946,C382,P033,2025-01-02 12:31:46.977100,15,78.56,0,1178.4,completed,Europe
ORD-02882,C137,P018,2025-01-02 12:34:57.977100,16,346.93,15,4718.25,completed,North America
ORD-00956,C315,P017,2025-01-02 14:35:03.977100,18,882.66,0,15887.88,completed,North America
ORD-01837,C329,P016,2025-01-02 15:04:06.977100,4,638.19,10,2297.48,cancelled,North America
ORD-04972,C208,P018,2025-01-02 23:32:17.977100,15,332.62,0,4989.3,pending,North America
ORD-03648,C216,P015,2025-01-03 01:02:46.977100,11,153.53,5,1604.39,completed,Europe
ORD-00835,C320,P007,2025-01-03 04:49:50.977100,11,401.5,0,4416.5,completed,North America
ORD-00214,C387,P043,2025-01-03 05:22:54.977100,3,551.56,20,1323.74,pending,Europe
ORD-04052,C075,P006,2025-01-03 14:19:05.977100,19,292.95,0,5566.05,completed,Europe
ORD-01727,C086,P009,2025-01-03 14:30:11.977100,12,690.57,0,8286.84,pending,APAC
ORD-03022,C371,P026,2025-01-03 14:50:57.977100,10,325.75,0,3257.5,cancelled,North America
ORD-00696,C496,P045,2025-01-04 00:02:25.977100,16,650.81,10,9371.66,cancelled,APAC
ORD-01549,C095,P012,2025-01-04 03:34:31.977100,15,481.43,5,6860.38,completed,Europe
ORD-00778,C254,P017,2025-01-05 01:05:17.977100,9,941.12,0,8470.08,completed,Europe
ORD-01510,C071,P030,2025-01-05 02:06:37.977100,3,518.72,5,1478.35,completed,North America
ORD-00765,C040,P039,2025-01-05 05:55:14.977100,4,859.8,5,3267.24,completed,Europe
ORD-04921,C147,P037,2025-01-05 11:10:27.977100,10,419.59,0,4195.9,pending,North America
ORD-03863,C354,P021,2025-01-05 11:39:55.977100,10,129.81,0,1298.1,cancelled,Europe
ORD-04212,C367,P037,2025-01-05 13:16:16.977100,14,399.98,0,5599.72,completed,North America
ORD-04306,C139,P015,2025-01-06 07:01:25.977100,20,159.49,10,2870.82,cancelled,APAC
ORD-04304,C012,P023,2025-01-06 07:03:51.977100,2,284.6,0,569.2,completed,Europe
ORD-03618,C198,P036,2025-01-06 07:30:47.977100,11,348.15,0,3829.65,cancelled,North America
ORD-00890,C221,P040,2025-01-06 12:38:15.977100,20,663.53,0,13270.6,completed,APAC
ORD-03912,C041,P002,2025-01-07 05:40:05.977100,9,117.76,15,900.86,completed,North America
ORD-02086,C455,P046,2025-01-07 07:32:57.977100,15,992.87,0,14893.05,completed,APAC
ORD-04087,C253,P019,2025-01-07 08:47:36.977100,18,630.96,10,10221.55,refunded,North America
ORD-00338,C106,P007,2025-01-07 10:57:42.977100,4,412.32,5,1566.82,completed,Europe
ORD-00030,C282,P002,2025-01-07 14:24:47.977100,14,118.14,0,1653.96,completed,North America
ORD-02300,C485,P019,2025-01-08 01:35:51.977100,15,610.56,0,9158.4,pending,North America
ORD-03748,C369,P006,2025-01-08 02:15:41.977100,10,285.29,0,2852.9,completed,Europe
ORD-02242,C209,P050,2025-01-08 11:08:31.977100,1,446.02,0,446.02,completed,Europe
ORD-04968,C291,P029,2025-01-08 15:04:40.977100,5,820.82,5,3898.89,completed,Europe
ORD-01230,C142,P014,2025-01-09 01:48:42.977100,3,770.75,0,2312.25,completed,APAC
ORD-00869,C274,P021,2025-01-09 03:02:55.977100,14,133.04,5,1769.43,completed,Europe
ORD-00442,C165,P049,2025-01-09 09:17:22.977100,9,704.66,0,6341.94,completed,Europe
ORD-00472,C275,P003,2025-01-09 12:17:21.977100,19,389.99,0,7409.81,completed,North America
ORD-04703,C226,P044,2025-01-09 12:23:18.977100,8,1020.32,0,8162.56,refunded,Europe
ORD-02780,C315,P004,2025-01-09 13:06:55.977100,3,57.66,0,172.98,completed,Europe
ORD-01353,C357,P042,2025-01-09 14:37:31.977100,8,829.17,0,6633.36,completed,North America
ORD-04603,C450,P016,2025-01-10 01:12:12.977100,13,651.83,0,8473.79,completed,North America
ORD-02139,C015,P012,2025-01-10 02:48:48.977100,13,469.68,0,6105.84,completed,Europe
ORD-01135,C110,P014,2025-01-10 06:32:36.977100,16,740.66,0,11850.56,completed,North America
ORD-02847,C470,P028,2025-01-10 11:00:44.977100,12,441.21,0,5294.52,completed,APAC
ORD-04376,C198,P001,2025-01-10 12:45:39.977100,8,761.69,5,5788.84,completed,North America
ORD-03595,C221,P015,2025-01-10 14:33:05.977100,5,157.7,15,670.23,completed,APAC
ORD-02277,C056,P014,2025-01-10 15:09:51.977100,3,753.62,5,2147.82,completed,Europe
ORD-02853,C198,P003,2025-01-11 00:28:19.977100,5,390.99,0,1954.95,pending,APAC
ORD-03476,C193,P013,2025-01-11 08:41:51.977100,20,540.64,15,9190.88,pending,North America
ORD-00888,C345,P048,2025-01-11 12:46:35.977100,18,263.05,5,4498.16,completed,Europe
ORD-02253,C207,P003,2025-01-11 14:40:18.977100,1,384.72,0,384.72,completed,North America
ORD-01032,C289,P007,2025-01-11 23:47:03.977100,1,407.36,0,407.36,completed,North America
ORD-01633,C180,P038,2025-01-12 00:21:29.977100,1,655.71,0,655.71,completed,Europe
ORD-00053,C421,P035,2025-01-12 02:01:22.977100,1,515.4,15,438.09,pending,Europe
ORD-03908,C410,P049,2025-01-12 02:13:44.977100,14,711.18,5,9458.69,cancelled,APAC
ORD-00210,C140,P035,2025-01-12 04:55:23.977100,15,494.99,5,7053.61,completed,North America
ORD-03899,C214,P003,2025-01-12 05:50:53.977100,1,377.95,0,377.95,completed,Europe
ORD-00996,C275,P038,2025-01-12 06:27:40.977100,17,633.52,10,9692.86,completed,APAC
ORD-01983,C427,P038,2025-01-12 13:45:08.977100,14,665.38,5,8849.55,completed,North America
ORD-01620,C010,P012,2025-01-12 13:59:57.977100,1,470.32,10,423.29,completed,Europe
ORD-01079,C200,P039,2025-01-12 15:08:35.977100,9,903.46,0,8131.14,pending,APAC
ORD-00728,C155,P013,2025-01-13 03:20:55.977100,14,518.02,5,6889.67,completed,North America
ORD-02477,C365,P046,2025-01-13 06:12:16.977100,10,995.58,0,9955.8,pending,North America
ORD-04908,C226,P037,2025-01-13 07:00:19.977100,2,414.63,10,746.33,pending,Europe
ORD-00185,C047,P038,2025-01-13 22:48:35.977100,7,684.05,15,4070.1,completed,Europe
ORD-02205,C090,P044,2025-01-13 23:11:24.977100,5,967.88,15,4113.49,completed,Europe
ORD-03569,C472,P032,2025-01-13 23:48:54.977100,14,863.1,0,12083.4,completed,APAC
ORD-03356,C484,P016,2025-01-14 00:54:06.977100,16,609.91,0,9758.56,cancelled,APAC
ORD-00628,C356,P025,2025-01-14 02:48:55.977100,16,909.59,0,14553.44,refunded,Europe
ORD-03679,C458,P015,2025-01-14 03:26:14.977100,5,145.12,20,580.48,pending,LATAM
ORD-03867,C137,P032,2025-01-14 07:17:24.977100,16,861.91,0,13790.56,pending,North America
ORD-02199,C011,P024,2025-01-14 10:35:37.977100,10,901.13,5,8560.73,completed,North America
ORD-01092,C357,P049,2025-01-14 10:38:38.977100,1,675.8,5,642.01,completed,North America
ORD-03823,C364,P038,2025-01-14 14:31:45.977100,1,657.71,0,657.71,completed,Europe
ORD-00613,C144,P001,2025-01-15 00:17:58.977100,8,754.03,10,5429.02,completed,LATAM
ORD-02610,C361,P010,2025-01-15 00:23:18.977100,1,771.78,5,733.19,refunded,North America
ORD-02152,C127,P027,2025-01-15 05:19:24.977100,17,252.33,10,3860.65,completed,North America
ORD-01610,C079,P014,2025-01-15 06:45:15.977100,7,801.13,20,4486.33,completed,North America
ORD-01069,C198,P030,2025-01-15 11:07:01.977100,5,527.27,10,2372.72,completed,North America
ORD-02557,C242,P043,2025-01-15 13:20:46.977100,3,553.31,5,1576.93,pending,North America
ORD-01375,C094,P014,2025-01-15 13:39:39.977100,14,774.66,5,10302.98,completed,North America
ORD-04010,C356,P023,2025-01-15 23:05:16.977100,6,291.63,0,1749.78,completed,Europe
ORD-00380,C029,P004,2025-01-16 02:51:01.977100,10,56.61,0,566.1,pending,Europe
ORD-02612,C064,P046,2025-01-16 07:19:09.977100,6,1030.33,5,5872.88,completed,Europe
ORD-03247,C308,P003,2025-01-16 11:23:14.977100,9,374.73,10,3035.31,completed,North America
ORD-03505,C299,P006,2025-01-16 12:20:32.977100,14,297.36,5,3954.89,cancelled,LATAM
ORD-01484,C118,P018,2025-01-16 15:30:15.977100,8,350.63,0,2805.04,cancelled,North America
ORD-04648,C080,P019,2025-01-17 02:08:36.977100,12,642.9,0,7714.8,cancelled,Europe
ORD-01187,C399,P046,2025-01-17 03:19:49.977100,9,997.58,10,8080.4,cancelled,North America
ORD-04375,C165,P045,2025-01-17 07:39:15.977100,15,624.81,0,9372.15,completed,Europe
ORD-01316,C429,P034,2025-01-17 10:18:21.977100,18,462.92,10,7499.3,pending,North America
ORD-00544,C344,P015,2025-01-17 11:26:23.977100,16,155.73,20,1993.34,completed,North America
ORD-00337,C357,P028,2025-01-17 13:20:01.977100,14,437.22,0,6121.08,completed,North America
ORD-03421,C227,P011,2025-01-17 22:42:37.977100,15,433.53,5,6177.8,completed,APAC
ORD-04292,C433,P010,2025-01-18 07:21:57.977100,17,760.86,0,12934.62,completed,APAC
ORD-01204,C402,P049,2025-01-18 12:19:26.977100,6,694.92,0,4169.52,completed,North America
ORD-01872,C378,P050,2025-01-18 13:04:22.977100,7,414.59,5,2757.02,completed,Europe
ORD-00937,C499,P022,2025-01-18 13:55:42.977100,3,290.05,5,826.64,completed,North America
ORD-02275,C016,P026,2025-01-19 01:39:10.977100,5,330.72,0,1653.6,completed,North America
ORD-04084,C413,P040,2025-01-19 05:16:43.977100,7,653.64,0,4575.48,completed,Europe
ORD-02736,C378,P024,2025-01-19 08:19:52.977100,6,901.47,0,5408.82,pending,Europe
ORD-01944,C349,P049,2025-01-20 00:01:36.977100,14,669.97,0,9379.58,pending,Europe
ORD-00914,C497,P035,2025-01-20 00:54:41.977100,18,521.58,15,7980.17,pending,Europe
ORD-03104,C119,P050,2025-01-20 14:12:26.977100,19,421.12,0,8001.28,completed,Europe
ORD-00018,C077,P006,2025-01-20 22:37:48.977100,19,298.72,5,5391.9,cancelled,APAC
ORD-04326,C365,P032,2025-01-20 23:40:59.977100,13,860.92,15,9513.17,completed,North America
ORD-02998,C009,P008,2025-01-21 00:49:52.977100,12,285.92,15,2916.38,completed,LATAM
ORD-04919,C303,P043,2025-01-21 08:51:31.977100,5,531.79,0,2658.95,completed,LATAM
ORD-04594,C145,P026,2025-01-21 09:43:49.977100,7,326.22,0,2283.54,completed,North America
ORD-03116,C483,P042,2025-01-21 12:02:25.977100,20,825.57,0,16511.4,completed,North America
ORD-01904,C328,P018,2025-01-21 22:57:12.977100,5,336.28,0,1681.4,completed,North America
ORD-01893,C408,P047,2025-01-21 23:44:45.977100,11,927.5,0,10202.5,pending,APAC
ORD-04363,C054,P012,2025-01-22 02:03:43.977100,12,470.64,0,5647.68,completed,Europe
ORD-03145,C397,P010,2025-01-22 02:13:07.977100,10,780.61,0,7806.1,completed,North America
ORD-04088,C397,P005,2025-01-22 05:49:19.977100,15,148.79,5,2120.26,completed,APAC
ORD-00234,C373,P019,2025-01-22 10:28:24.977100,20,613.27,10,11038.86,pending,North America
ORD-04100,C046,P044,2025-01-22 12:40:26.977100,18,960.44,0,17287.92,completed,North America
ORD-04803,C120,P015,2025-01-23 01:08:20.977100,12,148.52,5,1693.13,completed,North America
ORD-04727,C113,P038,2025-01-24 06:44:34.977100,20,638.5,0,12770.0,completed,APAC
ORD-04041,C040,P041,2025-01-24 09:08:40.977100,15,778.36,0,11675.4,completed,North America
ORD-02485,C177,P041,2025-01-25 00:51:28.977100,16,786.65,0,12586.4,completed,APAC
ORD-03841,C307,P041,2025-01-25 02:15:48.977100,1,816.81,5,775.97,cancelled,North America
ORD-00625,C147,P010,2025-01-25 04:20:33.977100,10,793.77,5,7540.81,completed,North America
ORD-04911,C422,P024,2025-01-25 04:32:46.977100,7,883.98,0,6187.86,completed,APAC
ORD-04040,C012,P009,2025-01-25 06:05:12.977100,17,699.8,5,11301.77,completed,APAC
ORD-04451,C469,P011,2025-01-25 14:30:52.977100,16,432.63,10,6229.87,pending,Europe
ORD-02136,C404,P009,2025-01-25 23:20:26.977100,4,682.16,0,2728.64,completed,Europe
ORD-03649,C335,P025,2025-01-26 00:29:24.977100,17,951.53,0,16176.01,completed,North America
ORD-04196,C096,P006,2025-01-26 05:19:48.977100,3,278.09,0,834.27,refunded,Europe
ORD-02818,C068,P021,2025-01-26 07:10:07.977100,4,133.94,0,535.76,pending,Europe
ORD-00465,C472,P011,2025-01-26 08:03:27.977100,2,418.83,0,837.66,completed,North America
ORD-00303,C285,P027,2025-01-26 10:42:06.977100,9,254.6,0,2291.4,completed,Europe
ORD-03163,C163,P002,2025-01-26 10:56:33.977100,15,128.74,0,1931.1,refunded,North America
ORD-04359,C179,P036,2025-01-26 12:20:16.977100,2,371.54,5,705.93,completed,APAC
ORD-02142,C205,P022,2025-01-26 12:20:24.977100,10,275.5,0,2755.0,completed,APAC
ORD-04346,C195,P022,2025-01-26 12:55:17.977100,15,276.82,0,4152.3,completed,APAC
ORD-03285,C234,P048,2025-01-27 08:15:50.977100,20,273.49,0,5469.8,pending,APAC
ORD-00478,C196,P027,2025-01-27 13:06:33.977100,16,247.78,0,3964.48,completed,Europe
ORD-01528,C223,P004,2025-01-28 03:03:39.977100,9,54.43,20,391.9,completed,Europe
ORD-00586,C151,P050,2025-01-28 06:30:40.977100,10,451.6,0,4516.0,completed,North America
ORD-03211,C452,P004,2025-01-28 08:30:50.977100,7,52.31,5,347.86,pending,APAC
ORD-00428,C363,P029,2025-01-29 00:20:02.977100,3,848.8,15,2164.44,completed,Europe
ORD-04690,C402,P035,2025-01-29 01:04:06.977100,10,499.02,10,4491.18,completed,North America
ORD-02358,C229,P030,2025-01-29 02:15:17.977100,3,525.97,0,1577.91,pending,APAC
ORD-02012,C209,P027,2025-01-29 06:13:23.977100,16,260.56,10,3752.06,completed,Europe
ORD-02553,C099,P032,2025-01-29 12:43:37.977100,16,842.13,5,12800.38,completed,Europe
ORD-02967,C439,P034,2025-01-29 13:49:56.977100,1,456.82,0,456.82,completed,North America
ORD-04751,C267,P046,2025-01-30 00:38:30.977100,8,986.8,0,7894.4,completed,North America
ORD-01358,C390,P044,2025-01-30 03:53:11.977100,11,1017.48,0,11192.28,completed,LATAM
ORD-01286,C158,P047,2025-01-30 03:55:18.977100,3,908.15,0,2724.45,completed,North America
ORD-02252,C331,P013,2025-01-30 05:30:27.977100,4,532.49,0,2129.96,completed,North America
ORD-02500,C134,P006,2025-01-30 09:12:14.977100,13,298.93,0,3886.09,completed,Europe
ORD-02756,C493,P003,2025-01-30 09:20:55.977100,8,388.66,0,3109.28,completed,APAC
ORD-04407,C136,P029,2025-01-31 05:52:24.977100,12,839.33,0,10071.96,completed,LATAM
ORD-03804,C426,P010,2025-02-01 01:12:18.977100,14,787.98,10,9928.55,completed,Europe
ORD-02590,C055,P030,2025-02-01 02:16:46.977100,12,503.68,0,6044.16,completed,Europe
ORD-00534,C385,P044,2025-02-01 06:07:37.977100,1,1025.48,0,1025.48,refunded,Europe
ORD-01516,C443,P011,2025-02-01 06:40:35.977100,5,423.47,0,2117.35,completed,North America
ORD-04759,C330,P008,2025-02-01 12:57:28.977100,7,275.66,0,1929.62,completed,APAC
ORD-04739,C151,P019,2025-02-01 23:50:51.977100,2,638.26,5,1212.69,completed,North America
ORD-01004,C095,P012,2025-02-02 01:56:28.977100,9,502.16,0,4519.44,completed,North America
ORD-03882,C446,P043,2025-02-02 09:13:14.977100,11,559.58,0,6155.38,cancelled,APAC
ORD-00546,C115,P036,2025-02-02 11:18:47.977100,14,380.88,10,4799.09,completed,North America
ORD-01664,C076,P019,2025-02-02 11:25:40.977100,17,647.85,10,9912.11,cancelled,Europe
ORD-02004,C154,P004,2025-02-02 11:45:18.977100,20,57.33,20,917.28,completed,North America
ORD-03296,C183,P023,2025-02-02 13:41:29.977100,4,296.44,20,948.61,completed,Europe
ORD-01759,C041,P025,2025-02-02 15:08:19.977100,5,946.97,15,4024.62,completed,North America
ORD-01112,C294,P035,2025-02-03 03:15:27.977100,6,510.8,15,2605.08,completed,APAC
ORD-04186,C144,P030,2025-02-03 04:01:58.977100,12,528.38,10,5706.5,completed,APAC
ORD-01237,C456,P038,2025-02-03 11:14:32.977100,8,643.98,5,4894.25,completed,Europe
ORD-00499,C470,P026,2025-02-03 11:31:18.977100,9,308.98,0,2780.82,completed,Europe
ORD-02405,C178,P022,2025-02-03 12:54:19.977100,1,295.39,5,280.62,completed,APAC
ORD-02452,C160,P014,2025-02-04 03:50:40.977100,4,798.28,5,3033.46,completed,LATAM
ORD-04970,C428,P033,2025-02-04 05:36:48.977100,10,80.03,5,760.28,completed,APAC
ORD-02873,C310,P039,2025-02-04 07:03:04.977100,13,900.18,0,11702.34,completed,APAC
ORD-01408,C142,P050,2025-02-04 14:29:07.977100,15,418.44,0,6276.6,completed,LATAM
ORD-00759,C246,P048,2025-02-05 01:03:44.977100,3,266.04,15,678.4,cancelled,North America
ORD-03413,C014,P048,2025-02-05 07:47:39.977100,13,255.58,0,3322.54,completed,APAC
ORD-03750,C492,P016,2025-02-05 10:05:13.977100,20,613.71,5,11660.49,completed,LATAM
ORD-00107,C007,P045,2025-02-06 04:06:13.977100,11,621.9,5,6498.85,completed,North America
ORD-03580,C168,P011,2025-02-06 05:38:18.977100,14,436.28,0,6107.92,completed,APAC
ORD-01896,C297,P018,2025-02-06 05:44:14.977100,3,355.08,0,1065.24,completed,APAC
ORD-01110,C209,P044,2025-02-06 07:46:58.977100,16,1024.59,5,15573.77,completed,Europe
ORD-00482,C263,P038,2025-02-06 11:02:58.977100,1,674.91,0,674.91,refunded,LATAM
ORD-04131,C477,P010,2025-02-06 11:48:55.977100,20,777.98,0,15559.6,completed,North America
ORD-03127,C163,P027,2025-02-06 23:28:27.977100,4,247.95,0,991.8,cancelled,Europe
ORD-03404,C164,P016,2025-02-06 23:35:00.977100,15,612.72,0,9190.8,completed,Europe
ORD-04386,C332,P042,2025-02-07 03:34:38.977100,13,832.15,5,10277.05,completed,Europe
ORD-04673,C306,P012,2025-02-07 04:20:35.977100,19,506.55,0,9624.45,completed,North America
ORD-01369,C490,P022,2025-02-07 04:33:14.977100,14,287.84,0,4029.76,completed,APAC
ORD-03578,C189,P007,2025-02-07 07:32:52.977100,12,416.45,0,4997.4,completed,APAC
ORD-01144,C307,P022,2025-02-07 07:49:58.977100,14,286.71,0,4013.94,completed,Europe
ORD-03558,C444,P036,2025-02-07 08:12:11.977100,8,357.57,0,2860.56,completed,APAC
ORD-02792,C317,P011,2025-02-07 08:13:36.977100,8,444.17,10,3198.02,completed,North America
ORD-02326,C422,P041,2025-02-07 08:42:22.977100,2,831.73,10,1497.11,cancelled,North America
ORD-03861,C076,P016,2025-02-07 09:16:15.977100,14,624.3,0,8740.2,completed,APAC
ORD-02975,C035,P017,2025-02-08 03:22:34.977100,13,920.49,0,11966.37,completed,APAC
ORD-01776,C120,P017,2025-02-08 03:40:05.977100,6,877.12,15,4473.31,cancelled,Europe
ORD-01700,C167,P039,2025-02-08 04:06:53.977100,3,888.51,5,2532.25,pending,APAC
ORD-02276,C285,P030,2025-02-08 05:19:22.977100,20,551.51,0,11030.2,cancelled,North America
ORD-00376,C289,P012,2025-02-08 05:32:24.977100,17,508.44,10,7779.13,cancelled,Europe
ORD-01757,C274,P003,2025-02-08 06:23:33.977100,17,382.8,0,6507.6,pending,APAC
ORD-03032,C133,P036,2025-02-08 10:24:58.977100,12,375.06,5,4275.68,completed,Europe
ORD-01628,C365,P037,2025-02-08 10:54:24.977100,10,410.63,0,4106.3,completed,North America
ORD-04140,C004,P028,2025-02-08 14:27:42.977100,14,426.7,0,5973.8,completed,APAC
ORD-00836,C467,P001,2025-02-09 05:59:46.977100,9,761.62,0,6854.58,cancelled,Europe
ORD-01005,C311,P049,2025-02-10 00:58:34.977100,9,662.29,0,5960.61,completed,Europe
ORD-01461,C306,P028,2025-02-10 01:07:11.977100,2,442.2,0,884.4,completed,APAC
ORD-04429,C188,P042,2025-02-10 02:07:14.977100,13,830.18,15,9173.49,completed,APAC
ORD-02188,C080,P010,2025-02-10 03:45:20.977100,6,767.74,0,4606.44,completed,Europe
ORD-03072,C450,P022,2025-02-10 05:05:05.977100,1,290.78,15,247.16,completed,North America
ORD-04949,C195,P022,2025-02-10 05:26:10.977100,10,273.79,10,2464.11,completed,Europe
ORD-02948,C374,P030,2025-02-10 11:19:56.977100,6,514.16,0,3084.96,completed,LATAM
ORD-03737,C256,P011,2025-02-10 11:56:37.977100,10,432.16,15,3673.36,completed,North America
ORD-00666,C192,P022,2025-02-10 12:10:54.977100,6,275.13,0,1650.78,completed,Europe
ORD-03766,C431,P030,2025-02-10 13:44:10.977100,7,526.73,5,3502.75,pending,APAC
ORD-00985,C083,P004,2025-02-11 05:54:34.977100,9,53.99,10,437.32,completed,APAC
ORD-02944,C213,P044,2025-02-11 10:53:04.977100,7,993.62,5,6607.57,completed,Europe
ORD-01972,C102,P034,2025-02-11 13:08:21.977100,13,474.01,0,6162.13,refunded,North America
ORD-00101,C384,P017,2025-02-11 23:21:59.977100,3,893.66,0,2680.98,pending,North America
ORD-04349,C394,P042,2025-02-12 00:20:34.977100,12,882.63,5,10061.98,completed,Europe
ORD-00688,C151,P003,2025-02-12 01:05:16.977100,9,397.4,5,3397.77,completed,APAC
ORD-04202,C080,P020,2025-02-12 01:19:01.977100,19,169.36,5,3056.95,completed,APAC
ORD-03818,C134,P035,2025-02-12 06:13:36.977100,12,524.73,0,6296.76,pending,APAC
ORD-04895,C370,P005,2025-02-12 06:47:41.977100,18,136.54,0,2457.72,cancelled,North America
